Category,Short Description,Description
Recovery Toolbox for Excel,Repair corrupted Excel files,Automate the repair process for Excel files that are corrupted and inaccessible.
Recovery Toolbox for Excel,Recover Excel files after system crash,Automate the recovery of Excel files that were damaged during a system crash.
Recovery Toolbox for Excel,Fix Excel files with unreadable content,Automate fixing Excel files that display errors like “The content is unreadable.”
Recovery Toolbox for Excel,Repair Excel files with broken hyperlinks,Automate repairing Excel files with broken or malfunctioning hyperlinks.
Recovery Toolbox for Excel,Recover password-protected Excel files,Automate the repair of damaged password-protected Excel files without removing the password.
Recovery Toolbox for Excel,Restore corrupted formulas in Excel,Automate recovering corrupted or broken formulas in Excel workbooks.
Recovery Toolbox for Excel,Recover formatting in Excel files,"Automate restoring cell formatting such as colors, fonts, and borders from damaged Excel sheets."
Recovery Toolbox for Excel,Recover embedded charts in Excel,Automate the recovery of embedded charts and graphs from corrupted Excel workbooks.
Recovery Toolbox for Excel,Recover corrupted pivot tables,Automate repairing and restoring pivot tables from damaged Excel files.
Recovery Toolbox for Excel,Restore cell comments in Excel,Automate recovering cell comments from corrupted Excel sheets.
Recovery Toolbox for Excel,Fix corrupted tables in Excel,Automate repairing corrupted tables in Excel files while preserving data integrity.
Recovery Toolbox for Excel,Recover shared Excel workbooks,Automate repairing shared Excel workbooks that were damaged during collaboration.
Recovery Toolbox for Excel,Restore missing cell data,Automate recovering missing or blank cell data in corrupted Excel sheets.
Recovery Toolbox for Excel,Fix broken external links,Automate repairing broken external links in corrupted Excel files.
Recovery Toolbox for Excel,Recover corrupted VBA macros,Automate recovering Visual Basic for Applications (VBA) macros from corrupted Excel workbooks.
Recovery Toolbox for Excel,Repair corrupted headers,Automate fixing corrupted header information or metadata in Excel files.
Recovery Toolbox for Excel,Repair Excel files stuck in compatibility mode,Automate fixing Excel files that are stuck in compatibility mode due to corruption.
Recovery Toolbox for Excel,Restore chart data in Excel,Automate recovering chart data and visualizations from corrupted Excel files.
Recovery Toolbox for Excel,Fix corrupted conditional formatting,Automate repairing broken conditional formatting settings in Excel workbooks.
Recovery Toolbox for Excel,Recover corrupted data validation rules,Automate recovering corrupted data validation rules in Excel sheets.
Recovery Toolbox for Excel,Extract worksheets from corrupted Excel files,Automate extracting individual worksheets from corrupted Excel files.
Recovery Toolbox for Excel,Recover cell borders in Excel,Automate restoring corrupted or missing cell borders in Excel sheets.
Recovery Toolbox for Excel,Repair workbook properties,"Automate fixing corrupted workbook properties such as author, title, and comments."
Recovery Toolbox for Excel,Fix broken named ranges in Excel,Automate repairing broken named ranges in Excel files.
Recovery Toolbox for Excel,Repair hyperlinks in Excel charts,Automate fixing corrupted hyperlinks embedded in Excel charts.
Recovery Toolbox for Excel,Fix corrupted freeze panes in Excel,Automate restoring corrupted freeze panes in Excel files.
Recovery Toolbox for Excel,Repair corrupted drop-down lists,Automate fixing broken drop-down lists in damaged Excel sheets.
Recovery Toolbox for Excel,Repair corrupted worksheet protection,Automate recovering corrupted worksheet protection settings in Excel files.
