Category,Short Description,Description
PRTG Network Monitor,Monitor Network Bandwidth Usage,Track bandwidth utilization across devices and interfaces.
PRTG Network Monitor,Monitor Server Uptime,Ensure servers remain operational by continuously monitoring uptime.
PRTG Network Monitor,Monitor Application Performance,"Track application response times, error rates, and throughput."
PRTG Network Monitor,Monitor Network Latency,Measure latency between endpoints to identify delays.
PRTG Network Monitor,Monitor Disk Usage,Track disk space usage to prevent storage-related issues.
PRTG Network Monitor,Monitor Network Traffic,Analyze network traffic to detect bottlenecks or anomalies.
PRTG Network Monitor,Monitor Virtual Machines,"Track CPU, memory, and disk usage of virtual environments."
PRTG Network Monitor,Monitor Website Availability,Ensure websites remain accessible with real-time uptime monitoring.
PRTG Network Monitor,Monitor Firewall Performance,Track firewall activity to ensure secure and efficient traffic handling.
PRTG Network Monitor,Monitor Database Performance,Analyze database queries and track performance bottlenecks.
PRTG Network Monitor,Monitor Router Health,Ensure routers are functioning efficiently by monitoring performance metrics.
PRTG Network Monitor,Monitor Switch Port Utilization,Track switch port usage to optimize network performance.
PRTG Network Monitor,Monitor Email Servers,Monitor email server response times and delivery rates.
PRTG Network Monitor,Monitor Active Directory Performance,Track authentication and directory service performance.
PRTG Network Monitor,Monitor Kubernetes Clusters,Ensure Kubernetes clusters are running efficiently without errors.
PRTG Network Monitor,Monitor Docker Containers,Track performance metrics for containerized environments.
PRTG Network Monitor,Monitor API Performance,"Measure API response times, error rates, and throughput."
PRTG Network Monitor,Monitor Load Balancers,Ensure load balancers distribute traffic evenly and efficiently.
PRTG Network Monitor,Monitor Network Packet Loss,Detect and address packet loss to improve network reliability.
PRTG Network Monitor,Monitor Network Congestion,Identify congestion points to optimize network traffic flow.
PRTG Network Monitor,Monitor IoT Device Health,Track the status and performance of IoT devices on the network.
PRTG Network Monitor,Monitor VPN Performance,"Measure VPN latency, throughput, and connection stability."
PRTG Network Monitor,Monitor Cloud Services,Track the performance and availability of cloud-hosted applications.
PRTG Network Monitor,Monitor Network Interfaces,Monitor the performance of individual network interfaces.
PRTG Network Monitor,Monitor Server CPU Usage,Track server CPU utilization to prevent performance bottlenecks.
PRTG Network Monitor,Monitor Server Memory Usage,Monitor memory usage on servers to optimize application performance.
PRTG Network Monitor,Monitor Server Disk I/O,Track disk input/output operations to detect bottlenecks.
PRTG Network Monitor,Monitor SNMP Devices,Collect and analyze SNMP data from devices for monitoring.
