Category,Short Description,Description
Microsoft Endpoint Manager,Auto-Enroll Devices in Intune,Automatically enroll new devices into Intune for management based on predefined policies.
Microsoft Endpoint Manager,Deploy Software Updates,Automate the deployment of software updates to managed devices to ensure compliance and security.
Microsoft Endpoint Manager,Enforce Password Policies,Automatically enforce password complexity and expiration policies on managed devices.
Microsoft Endpoint Manager,Remove Devices from Intune,Automatically remove devices from Intune when they are no longer in use or decommissioned.
Microsoft Endpoint Manager,Monitor Compliance Policies,Automatically track and report compliance with security and device configuration policies.
Microsoft Endpoint Manager,Assign Apps to User Groups,Automate app assignments to user groups based on department or role.
Microsoft Endpoint Manager,Block Non-Compliant Devices,Automatically block non-compliant devices from accessing corporate resources.
Microsoft Endpoint Manager,Reset Device Passwords,Automate the process of resetting passwords for managed devices.
Microsoft Endpoint Manager,Deploy Security Baselines,Automatically deploy security baselines to ensure consistent security configurations across devices.
Microsoft Endpoint Manager,Schedule Device Scans,Automate the scheduling of antivirus and malware scans on managed devices.
Microsoft Endpoint Manager,Monitor Device Encryption Status,Automatically monitor and report on device encryption status to ensure compliance with security policies.
Microsoft Endpoint Manager,Configure Wi-Fi Profiles,"Automatically deploy Wi-Fi configurations to devices, including SSID and authentication settings."
Microsoft Endpoint Manager,Auto-Assign Devices to Groups,Automatically assign newly enrolled devices to specific groups based on tags or attributes.
Microsoft Endpoint Manager,Deploy Certificates,Automate the deployment of certificates for secure communication and authentication.
Microsoft Endpoint Manager,Monitor App Installation Status,Automatically track the installation status of applications on managed devices.
Microsoft Endpoint Manager,Notify on Compliance Violations,Send automated notifications to administrators when devices violate compliance policies.
Microsoft Endpoint Manager,Wipe Lost or Stolen Devices,Automate the process of remotely wiping lost or stolen devices to protect corporate data.
Microsoft Endpoint Manager,Configure VPN Profiles,Automatically deploy and configure VPN profiles for secure remote access.
Microsoft Endpoint Manager,Deploy Conditional Access Policies,Automate the deployment of conditional access policies to control access to corporate resources.
