Category,Short Description,Description
ServiceNow Incident Management,Auto-create incidents from emails,Automatically create incidents in ServiceNow when emails are sent to a designated inbox with specific keywords or formats.
ServiceNow Incident Management,Notify on new incident creation,Send notifications to relevant stakeholders when a new incident is logged in ServiceNow.
ServiceNow Incident Management,Auto-assign incidents to teams,"Automatically assign incidents to the appropriate team based on predefined rules such as category, priority, or location."
ServiceNow Incident Management,Auto-prioritize incidents,"Automatically assign priority levels to incidents based on severity, impact, or urgency."
ServiceNow Incident Management,Auto-categorize incidents,Automatically categorize incidents based on keywords or predefined rules in the incident description.
ServiceNow Incident Management,Notify on overdue incidents,Send reminders to incident owners when incidents are overdue or nearing their resolution deadlines.
ServiceNow Incident Management,Auto-link related incidents,"Automatically link related incidents based on shared attributes such as location, type, or involved assets."
ServiceNow Incident Management,Auto-generate incident summaries,"Automatically generate summaries for incidents, including key details and resolution steps."
ServiceNow Incident Management,Auto-create incident timelines,"Automatically generate timelines for incidents, including key events and actions taken."
ServiceNow Incident Management,Notify on incident status changes,"Send notifications to stakeholders when the status of an incident changes (e.g., from ""Open"" to ""In Progress"")."
ServiceNow Incident Management,Auto-create incident dashboards,"Automatically generate dashboards to visualize incident trends, statuses, and key metrics."
ServiceNow Incident Management,Auto-create compliance reports,Automatically generate compliance reports for incidents to meet regulatory requirements.
ServiceNow Incident Management,Notify on SLA breaches,Send alerts when incidents exceed their Service Level Agreement (SLA) deadlines.
ServiceNow Incident Management,Auto-create incident playbooks,Automatically generate incident response playbooks based on the type of incident reported.
ServiceNow Incident Management,Auto-create incident tags,Automatically tag incidents with relevant keywords or categories for easier search and filtering.
ServiceNow Incident Management,Notify on critical incidents,Send immediate alerts to senior management or security teams when critical incidents are logged.
ServiceNow Incident Management,Auto-close resolved incidents,"Automatically close incidents that meet predefined resolution criteria, such as all tasks being completed."
ServiceNow Incident Management,Auto-create tasks for incident resolution,Automatically generate resolution tasks for incidents based on predefined workflows or playbooks.
ServiceNow Incident Management,Auto-update incident severity,Automatically update the severity of incidents based on new information or changes in impact.
ServiceNow Incident Management,Auto-create root cause analysis,Automatically generate root cause analysis reports for incidents based on available data.
ServiceNow Incident Management,Notify on incident escalation,Send alerts when incidents are escalated to higher levels of management or response teams.
ServiceNow Incident Management,Auto-create incident follow-up tasks,Automatically generate follow-up tasks for incidents to ensure proper resolution and documentation.
ServiceNow Incident Management,Auto-create incident heatmaps,Automatically generate heatmaps to visualize incident frequency and severity by location or category.
ServiceNow Incident Management,Notify on incident recurrence,Send alerts when similar incidents recur within a specified timeframe.
ServiceNow Incident Management,Auto-create incident response SLAs,Automatically generate Service Level Agreements (SLAs) for incident response based on predefined criteria.
ServiceNow Incident Management,Notify on incident resolution delays,Send alerts when incidents are not resolved within the expected timeframe.
ServiceNow Incident Management,Auto-create incident severity heatmaps,Automatically generate heatmaps to visualize incident severity across different categories or locations.
ServiceNow Incident Management,Notify on incident misclassification,Send alerts when incidents are misclassified or require reclassification.
ServiceNow Incident Management,Auto-create incident response metrics,Automatically generate metrics to measure the effectiveness of incident response efforts.
ServiceNow Incident Management,Notify on incident response gaps,Send alerts when gaps or inefficiencies are identified in incident response workflows.
ServiceNow Incident Management,Auto-create incident response training tasks,Automatically generate training tasks for teams based on incident response gaps or trends.
ServiceNow Incident Management,Auto-create incident escalation workflows,Automatically generate workflows for escalating incidents to higher levels of management or response teams.
ServiceNow Incident Management,Notify on incident trends,Send alerts when specific incident trends or patterns are detected.
ServiceNow Incident Management,Auto-create incident KPIs,"Automatically generate Key Performance Indicators (KPIs) for incident management, such as average resolution time."
ServiceNow Incident Management,Auto-create incident workflows,Automatically generate workflows for incident response based on predefined templates.
ServiceNow Incident Management,Notify on incident containment,Send alerts when containment actions are successfully executed for an incident.
ServiceNow Incident Management,Auto-create incident response benchmarks,Automatically generate benchmarks to compare incident response performance over time.
ServiceNow Incident Management,Notify on incident resolution verification,Send alerts when incident resolution is verified by the appropriate team or individual.
ServiceNow Incident Management,Auto-create incident response dashboards,Automatically generate dashboards to track incident response performance and trends.
ServiceNow Incident Management,Notify on incident response improvements,Send alerts when improvements are made to incident response workflows or processes.
ServiceNow Incident Management,Auto-create incident response readiness reports,Automatically generate reports to assess the readiness of incident response teams.
ServiceNow Incident Management,Notify on incident response readiness,Send alerts when incident response teams are fully prepared or require additional resources.
ServiceNow Incident Management,Auto-create incident response training plans,Automatically generate training plans for incident response teams based on identified gaps or trends.
ServiceNow Incident Management,Auto-create incident response playbooks,Automatically generate playbooks for incident response based on incident type or severity.
ServiceNow Incident Management,Notify on incident response effectiveness,Send alerts when incident response efforts are deemed effective or require improvement.
ServiceNow Incident Management,Auto-create incident response improvement plans,Automatically generate plans to improve incident response workflows and processes.
ServiceNow Incident Management,Notify on incident response readiness gaps,Send alerts when gaps are identified in incident response readiness.
ServiceNow Incident Management,Auto-create incident response readiness benchmarks,Automatically generate benchmarks to assess incident response readiness over time.
ServiceNow Incident Management,Notify on incident response readiness improvements,Send alerts when improvements are made to incident response readiness.
ServiceNow Incident Management,Auto-create incident response readiness dashboards,Automatically generate dashboards to track incident response readiness and performance.
