Category,Short Description,Description
Alloy Navigator,Ticket Creation from Email,Automate ticket creation by parsing incoming emails and converting them into incidents or service requests.
Alloy Navigator,Automatic Ticket Assignment,Automate assignment of tickets to appropriate technicians or teams based on predefined rules like category or priority.
Alloy Navigator,SLA Monitoring,Automate SLA tracking and send alerts or escalations when deadlines are close to being breached.
Alloy Navigator,Priority Adjustment,Automate priority updates for tickets based on the impact and urgency outlined in the ticket details.
Alloy Navigator,Status Change Notifications,Automate sending notifications to stakeholders when the status of a ticket changes.
Alloy Navigator,Ticket Escalation,Automate escalation of unresolved tickets to higher-level support tiers based on time thresholds.
Alloy Navigator,Recurring Maintenance Tasks,Automate scheduling and creation of recurring maintenance tasks for IT assets.
Alloy Navigator,Asset Discovery,Automate the discovery of new assets on the network and update the asset database accordingly.
Alloy Navigator,Software License Tracking,Automate tracking and reporting of software license usage to ensure compliance.
Alloy Navigator,Asset Lifecycle Management,"Automate workflows for asset lifecycle stages such as procurement, deployment, maintenance, and decommissioning."
Alloy Navigator,Incident Closure Verification,"Automate checks on required fields, resolution notes, and approvals before allowing tickets to be closed."
Alloy Navigator,Knowledge Base Article Creation,Automate generating knowledge base articles from resolved tickets or recurring issues.
Alloy Navigator,Knowledge Base Expiry Review,Automate notifications for knowledge articles that are due for review or nearing expiration.
Alloy Navigator,Change Request Creation,Automate the creation of change requests triggered by incidents or maintenance tasks.
Alloy Navigator,Change Approval Workflow,"Automate workflows for change requests, including approval notifications and reminders to approvers."
Alloy Navigator,Problem Management Automation,Automate problem records creation when multiple incidents with similar root causes are identified.
Alloy Navigator,Patch Management,"Automate patch scheduling, approval, and deployment workflows for IT systems."
Alloy Navigator,Asset Audit Scheduling,Automate the scheduling of asset audits to ensure compliance with company policies.
Alloy Navigator,Inventory Reconciliation,Automate the reconciliation of physical inventory with the asset database.
Alloy Navigator,Vendor Management Updates,Automate updates to vendor contact information and contract details.
Alloy Navigator,Contract Expiry Notifications,Automate reminders for contracts approaching their expiration date.
Alloy Navigator,Procurement Workflow,"Automate the workflow for procurement requests, including approvals, vendor selection, and purchase orders."
Alloy Navigator,Employee Onboarding,"Automate onboarding workflows, including creating accounts, provisioning assets, and granting system access."
Alloy Navigator,Employee Offboarding,"Automate offboarding workflows by disabling accounts, recovering assets, and revoking system access."
Alloy Navigator,Password Reset Automation,Automate password reset requests through self-service portals or workflows.
Alloy Navigator,Access Request Approvals,Automate workflows for approving user access requests to systems or applications.
Alloy Navigator,Scheduled Maintenance Notifications,Automate email alerts and reminders for upcoming scheduled maintenance.
Alloy Navigator,Automatic Ticket Closure,Automate closing tickets after verifying task completion and customer satisfaction.
Alloy Navigator,Event Correlation,Automate the grouping of related events into a single incident to reduce ticket volume.
Alloy Navigator,Integration with Monitoring Tools,Automate the creation of tickets based on alerts from monitoring tools like Nagios or SolarWinds.
Alloy Navigator,Integration with Active Directory,Automate synchronization of user accounts and groups with Active Directory.
Alloy Navigator,Integration with Email Clients,Automate sending notifications or creating tickets based on emails received.
Alloy Navigator,Integration with Chat Tools,Automate incident updates or notifications to chat tools like Microsoft Teams or Slack.
Alloy Navigator,Integration with ITSM Tools,Automate synchronization of tickets and data with other ITSM tools like ServiceNow or Zendesk.
Alloy Navigator,Backup Schedule Automation,Automate scheduling and monitoring of backups for critical systems.
Alloy Navigator,Custom Report Generation,"Automate the creation of custom reports based on ticket data, SLAs, or asset information."
Alloy Navigator,KPI Dashboard Updates,Automate updates to dashboards showing key performance indicators (KPIs) for IT service management.
Alloy Navigator,Security Incident Management,Automate workflows for logging and resolving security-related incidents.
Alloy Navigator,Vulnerability Scanning Integration,Automate the creation of remediation tasks based on results from vulnerability scans.
Alloy Navigator,Service Catalog Maintenance,Automate updates to the service catalog with new or retired service offerings.
Alloy Navigator,Service Request Fulfillment,Automate workflows for fulfilling routine service requests such as software installations.
