Category,Short Description,Description
Cherwell Software,Auto-Assign Incidents to Technicians,"Automatically assign incoming incidents to technicians based on predefined rules such as priority, category, or location."
Cherwell Software,Notify on SLA Breach,Automatically notify technicians and managers when an SLA is about to breach or has breached.
Cherwell Software,Auto-Close Resolved Incidents,"Close incidents automatically after a set number of days in the ""Resolved"" state."
Cherwell Software,Escalate Overdue Incidents,Automatically escalate incidents that are overdue to higher-level support teams or managers.
Cherwell Software,Auto-Assign Priority to Incidents,Automatically assign priorities to incidents based on keywords in the request or predefined conditions.
Cherwell Software,Notify Users of Incident Updates,Send automated notifications to users when the status or priority of their incident is updated.
Cherwell Software,Reopen Resolved Incidents on User Response,Automatically reopen incidents when a user responds after the incident is marked as resolved.
Cherwell Software,Notify on High-Priority Incidents,Automatically send alerts to specific teams or managers when a high-priority incident is created.
Cherwell Software,Auto-Create Incidents from Emails,Automatically convert emails sent to a designated support address into Cherwell incidents.
Cherwell Software,Assign Incidents Based on Technician Skills,Route incidents to technicians with the required skills to handle the issue effectively.
Cherwell Software,Send Satisfaction Surveys After Resolution,Automatically send customer satisfaction surveys after incidents are resolved.
Cherwell Software,Generate Weekly SLA Reports,Automate the generation and distribution of weekly SLA performance reports to stakeholders.
Cherwell Software,Auto-Categorize Incidents,Automatically assign categories to incidents based on keywords or predefined rules.
Cherwell Software,Notify on Major Incidents,Automatically notify all impacted users and stakeholders when a major incident is logged.
Cherwell Software,Monitor Technician Workload,Track technician workloads automatically and generate alerts when workloads are unevenly distributed.
Cherwell Software,Notify on VIP User Incidents,Automatically escalate and notify appropriate teams when a VIP user submits an incident.
Cherwell Software,Archive Old Incidents,Automatically archive incidents that have been resolved or closed for a specified time.
Cherwell Software,Auto-Resolve Duplicate Incidents,Automatically detect and resolve duplicate incidents by linking them to the original incident.
Cherwell Software,Notify on Incident Escalation,Send alerts to stakeholders when an incident is escalated.
Cherwell Software,Assign Incidents During After-Hours,Automatically assign incidents to on-call technicians during non-business hours.
Cherwell Software,Create Problem Records from Repeated Incidents,Automatically generate a problem record when multiple incidents with the same root cause are logged.
Cherwell Software,Auto-Close Incidents Without User Response,Automatically close incidents if users fail to respond within a predetermined period.
Cherwell Software,Generate Daily Incident Reports,"Automatically generate daily reports summarizing the number of incidents logged, resolved, and pending."
Cherwell Software,Notify Users of Scheduled Maintenance,Send automated notifications to users about upcoming scheduled maintenance activities.
